"07459: Population, by region, age, contents and year"

"region";"age";"Persons 2024"
"K-3427 Tynset";"5 years";52
"K-3427 Tynset";"6 years";58
"K-3427 Tynset";"7 years";50
"K-3427 Tynset";"8 years";58
"K-3427 Tynset";"9 years";63
"K-3427 Tynset";"10 years";62
"K-3427 Tynset";"11 years";74
"K-3427 Tynset";"12 years";71
"K-3427 Tynset";"13 years";86
"K-3427 Tynset";"14 years";90
"K-3427 Tynset";"15 years";83
"K-3427 Tynset";"16 years";71
"K-3427 Tynset";"17 years";76
"K-3427 Tynset";"18 years";72
"K-3427 Tynset";"19 years";64
"K-3427 Tynset";"20 years";76
"K-3427 Tynset";"21 years";70
"K-3427 Tynset";"22 years";61
"K-3427 Tynset";"23 years";75
"K-3427 Tynset";"24 years";59
"K-3427 Tynset";"25 years";61
"K-3427 Tynset";"26 years";67
"K-3427 Tynset";"27 years";58
"K-3427 Tynset";"28 years";63
"K-3427 Tynset";"29 years";60
"K-3427 Tynset";"30 years";57
"K-3427 Tynset";"31 years";63
"K-3427 Tynset";"32 years";69
"K-3427 Tynset";"33 years";61
"K-3427 Tynset";"34 years";62
"K-3427 Tynset";"35 years";62
"K-3427 Tynset";"36 years";54
"K-3427 Tynset";"37 years";76
"K-3427 Tynset";"38 years";75
"K-3427 Tynset";"39 years";73
"K-3427 Tynset";"40 years";78
"K-3427 Tynset";"41 years";76
"K-3427 Tynset";"42 years";69
"K-3427 Tynset";"43 years";59
"K-3427 Tynset";"44 years";61
"K-3427 Tynset";"45 years";65
"K-3427 Tynset";"46 years";61
"K-3427 Tynset";"47 years";56
"K-3427 Tynset";"48 years";64
"K-3427 Tynset";"49 years";70
"K-3427 Tynset";"50 years";65
"K-3427 Tynset";"51 years";100
"K-3427 Tynset";"52 years";77
"K-3427 Tynset";"53 years";71
"K-3427 Tynset";"54 years";87
"K-3427 Tynset";"55 years";80
"K-3427 Tynset";"56 years";75
"K-3427 Tynset";"57 years";70
"K-3427 Tynset";"58 years";77
"K-3427 Tynset";"59 years";78
"K-3427 Tynset";"60 years";53
"K-3427 Tynset";"61 years";69
"K-3427 Tynset";"62 years";66
"K-3427 Tynset";"63 years";68
"K-3427 Tynset";"64 years";66
"K-3427 Tynset";"65 years";90
"K-3427 Tynset";"66 years";93
"K-3427 Tynset";"67 years";78
"K-3427 Tynset";"68 years";72
"K-3427 Tynset";"69 years";82
"K-3427 Tynset";"70 years";80
"K-3427 Tynset";"71 years";80
"K-3427 Tynset";"72 years";61
"K-3427 Tynset";"73 years";65
"K-3427 Tynset";"74 years";61
"K-3427 Tynset";"75 years";51
"K-3427 Tynset";"76 years";59
"K-3427 Tynset";"77 years";61
"K-3427 Tynset";"78 years";39
"K-3427 Tynset";"79 years";36
"K-3427 Tynset";"80 years";46
"K-3427 Tynset";"81 years";46
"K-3427 Tynset";"82 years";25
"K-3427 Tynset";"83 years";36
"K-3427 Tynset";"84 years";26
"K-3427 Tynset";"85 years";28
"K-3427 Tynset";"86 years";23
"K-3427 Tynset";"87 years";17
"K-3427 Tynset";"88 years";15
"K-3427 Tynset";"89 years";12
"K-3427 Tynset";"90 years";15
"K-3427 Tynset";"91 years";10
"K-3427 Tynset";"92 years";6
"K-3427 Tynset";"93 years";11
"K-3427 Tynset";"94 years";5
"K-3427 Tynset";"95 years";4
"K-3427 Tynset";"96 years";4
"K-3427 Tynset";"97 years";2
"K-3427 Tynset";"98 years";1
"K-3427 Tynset";"99 years";1
"K-3427 Tynset";"100 years";2
"K-3427 Tynset";"101 years";1
"K-3427 Tynset";"102 years";0
"K-3427 Tynset";"103 years";0
"K-3427 Tynset";"104 years";0
"K-3427 Tynset";"105 years or older";0
"K-3428 Alvdal";"0 years";18
"K-3428 Alvdal";"1 year";26
"K-3428 Alvdal";"2 years";22
"K-3428 Alvdal";"3 years";24
"K-3428 Alvdal";"4 years";32
"K-3428 Alvdal";"5 years";27
"K-3428 Alvdal";"6 years";32
"K-3428 Alvdal";"7 years";28
"K-3428 Alvdal";"8 years";38
"K-3428 Alvdal";"9 years";36
"K-3428 Alvdal";"10 years";33
"K-3428 Alvdal";"11 years";41
"K-3428 Alvdal";"12 years";35
"K-3428 Alvdal";"13 years";22
"K-3428 Alvdal";"14 years";44
"K-3428 Alvdal";"15 years";38
"K-3428 Alvdal";"16 years";23
"K-3428 Alvdal";"17 years";41
"K-3428 Alvdal";"18 years";29
"K-3428 Alvdal";"19 years";34
"K-3428 Alvdal";"20 years";36
"K-3428 Alvdal";"21 years";25
"K-3428 Alvdal";"22 years";26
"K-3428 Alvdal";"23 years";27
"K-3428 Alvdal";"24 years";30
"K-3428 Alvdal";"25 years";33
"K-3428 Alvdal";"26 years";19
"K-3428 Alvdal";"27 years";21
"K-3428 Alvdal";"28 years";24
"K-3428 Alvdal";"29 years";18
"K-3428 Alvdal";"30 years";19
"K-3428 Alvdal";"31 years";24
"K-3428 Alvdal";"32 years";26
"K-3428 Alvdal";"33 years";38
"K-3428 Alvdal";"34 years";29
"K-3428 Alvdal";"35 years";26
"K-3428 Alvdal";"36 years";34
"K-3428 Alvdal";"37 years";36
"K-3428 Alvdal";"38 years";36
"K-3428 Alvdal";"39 years";25
"K-3428 Alvdal";"40 years";28
"K-3428 Alvdal";"41 years";25
"K-3428 Alvdal";"42 years";20
"K-3428 Alvdal";"43 years";36
"K-3428 Alvdal";"44 years";24
"K-3428 Alvdal";"45 years";30
"K-3428 Alvdal";"46 years";28
"K-3428 Alvdal";"47 years";35
"K-3428 Alvdal";"48 years";24
"K-3428 Alvdal";"49 years";25
"K-3428 Alvdal";"50 years";30
"K-3428 Alvdal";"51 years";28
"K-3428 Alvdal";"52 years";29
"K-3428 Alvdal";"53 years";36
"K-3428 Alvdal";"54 years";42
"K-3428 Alvdal";"55 years";30
"K-3428 Alvdal";"56 years";31
"K-3428 Alvdal";"57 years";42
"K-3428 Alvdal";"58 years";36
"K-3428 Alvdal";"59 years";25
"K-3428 Alvdal";"60 years";41
"K-3428 Alvdal";"61 years";37
"K-3428 Alvdal";"62 years";42
"K-3428 Alvdal";"63 years";32
"K-3428 Alvdal";"64 years";50
"K-3428 Alvdal";"65 years";32
"K-3428 Alvdal";"66 years";40
"K-3428 Alvdal";"67 years";29
"K-3428 Alvdal";"68 years";24
"K-3428 Alvdal";"69 years";29
"K-3428 Alvdal";"70 years";25
"K-3428 Alvdal";"71 years";33
"K-3428 Alvdal";"72 years";23
"K-3428 Alvdal";"73 years";31
"K-3428 Alvdal";"74 years";29
"K-3428 Alvdal";"75 years";25
"K-3428 Alvdal";"76 years";20
"K-3428 Alvdal";"77 years";23
"K-3428 Alvdal";"78 years";18
"K-3428 Alvdal";"79 years";19
"K-3428 Alvdal";"80 years";13
"K-3428 Alvdal";"81 years";18
"K-3428 Alvdal";"82 years";20
"K-3428 Alvdal";"83 years";13
"K-3428 Alvdal";"84 years";15
"K-3428 Alvdal";"85 years";10
"K-3428 Alvdal";"86 years";6
"K-3428 Alvdal";"87 years";6
"K-3428 Alvdal";"88 years";10
"K-3428 Alvdal";"89 years";6
"K-3428 Alvdal";"90 years";2
"K-3428 Alvdal";"91 years";10
"K-3428 Alvdal";"92 years";4
"K-3428 Alvdal";"93 years";3
"K-3428 Alvdal";"94 years";1
"K-3428 Alvdal";"95 years";4
"K-3428 Alvdal";"96 years";1
"K-3428 Alvdal";"97 years";1
"K-3428 Alvdal";"98 years";0
"K-3428 Alvdal";"99 years";2
"K-3428 Alvdal";"100 years";0
"K-3428 Alvdal";"101 years";0
"K-3428 Alvdal";"102 years";0
"K-3428 Alvdal";"103 years";0
"K-3428 Alvdal";"104 years";0
"K-3428 Alvdal";"105 years or older";0
"K-3429 Folldal";"0 years";14
"K-3429 Folldal";"1 year";9
"K-3429 Folldal";"2 years";8
"K-3429 Folldal";"3 years";4
"K-3429 Folldal";"4 years";9
"K-3429 Folldal";"5 years";12
"K-3429 Folldal";"6 years";11
"K-3429 Folldal";"7 years";11
"K-3429 Folldal";"8 years";12
"K-3429 Folldal";"9 years";15
"K-3429 Folldal";"10 years";15
"K-3429 Folldal";"11 years";20
"K-3429 Folldal";"12 years";16
"K-3429 Folldal";"13 years";18
"K-3429 Folldal";"14 years";14
"K-3429 Folldal";"15 years";26
"K-3429 Folldal";"16 years";16
"K-3429 Folldal";"17 years";20
"K-3429 Folldal";"18 years";14
"K-3429 Folldal";"19 years";11
"K-3429 Folldal";"20 years";17
"K-3429 Folldal";"21 years";16
"K-3429 Folldal";"22 years";19
"K-3429 Folldal";"23 years";13
"K-3429 Folldal";"24 years";8
"K-3429 Folldal";"25 years";17
"K-3429 Folldal";"26 years";14
"K-3429 Folldal";"27 years";9
"K-3429 Folldal";"28 years";14
"K-3429 Folldal";"29 years";12
"K-3429 Folldal";"30 years";9
"K-3429 Folldal";"31 years";18
"K-3429 Folldal";"32 years";14
"K-3429 Folldal";"33 years";14
"K-3429 Folldal";"34 years";17
"K-3429 Folldal";"35 years";15
"K-3429 Folldal";"36 years";13
"K-3429 Folldal";"37 years";11
"K-3429 Folldal";"38 years";13
"K-3429 Folldal";"39 years";12
"K-3429 Folldal";"40 years";10
"K-3429 Folldal";"41 years";14
"K-3429 Folldal";"42 years";10
"K-3429 Folldal";"43 years";24
"K-3429 Folldal";"44 years";23
"K-3429 Folldal";"45 years";21
"K-3429 Folldal";"46 years";20
"K-3429 Folldal";"47 years";15
"K-3429 Folldal";"48 years";17
"K-3429 Folldal";"49 years";25
"K-3429 Folldal";"50 years";16
"K-3429 Folldal";"51 years";16
"K-3429 Folldal";"52 years";25
"K-3429 Folldal";"53 years";18
"K-3429 Folldal";"54 years";21
"K-3429 Folldal";"55 years";26
"K-3429 Folldal";"56 years";19
"K-3429 Folldal";"57 years";21
"K-3429 Folldal";"58 years";27
"K-3429 Folldal";"59 years";26
"K-3429 Folldal";"60 years";19
"K-3429 Folldal";"61 years";16
"K-3429 Folldal";"62 years";33
"K-3429 Folldal";"63 years";18
"K-3429 Folldal";"64 years";37
"K-3429 Folldal";"65 years";22
"K-3429 Folldal";"66 years";18
"K-3429 Folldal";"67 years";26
"K-3429 Folldal";"68 years";31
"K-3429 Folldal";"69 years";21
"K-3429 Folldal";"70 years";17
"K-3429 Folldal";"71 years";15
"K-3429 Folldal";"72 years";20
"K-3429 Folldal";"73 years";18
"K-3429 Folldal";"74 years";33
"K-3429 Folldal";"75 years";33
"K-3429 Folldal";"76 years";26
"K-3429 Folldal";"77 years";26
"K-3429 Folldal";"78 years";22
"K-3429 Folldal";"79 years";19
"K-3429 Folldal";"80 years";15
"K-3429 Folldal";"81 years";11
"K-3429 Folldal";"82 years";13
"K-3429 Folldal";"83 years";15
"K-3429 Folldal";"84 years";12
"K-3429 Folldal";"85 years";9
"K-3429 Folldal";"86 years";3
"K-3429 Folldal";"87 years";9
"K-3429 Folldal";"88 years";9
"K-3429 Folldal";"89 years";3
"K-3429 Folldal";"90 years";2
"K-3429 Folldal";"91 years";4
"K-3429 Folldal";"92 years";4
"K-3429 Folldal";"93 years";3
"K-3429 Folldal";"94 years";1
"K-3429 Folldal";"95 years";1
"K-3429 Folldal";"96 years";2
"K-3429 Folldal";"97 years";0
"K-3429 Folldal";"98 years";1
"K-3429 Folldal";"99 years";0
"K-3429 Folldal";"100 years";0
"K-3429 Folldal";"101 years";1
"K-3429 Folldal";"102 years";0
"K-3429 Folldal";"103 years";0
"K-3429 Folldal";"104 years";0
"K-3429 Folldal";"105 years or older";0
"K-3430 Os";"0 years";20
"K-3430 Os";"1 year";14
"K-3430 Os";"2 years";22
"K-3430 Os";"3 years";21
"K-3430 Os";"4 years";17
"K-3430 Os";"5 years";16
"K-3430 Os";"6 years";12
"K-3430 Os";"7 years";11
"K-3430 Os";"8 years";11
"K-3430 Os";"9 years";15
"K-3430 Os";"10 years";18
"K-3430 Os";"11 years";15
"K-3430 Os";"12 years";18
"K-3430 Os";"13 years";16
"K-3430 Os";"14 years";15
"K-3430 Os";"15 years";15
"K-3430 Os";"16 years";18
"K-3430 Os";"17 years";18
"K-3430 Os";"18 years";24
"K-3430 Os";"19 years";19
"K-3430 Os";"20 years";27
"K-3430 Os";"21 years";25
"K-3430 Os";"22 years";21
"K-3430 Os";"23 years";18
"K-3430 Os";"24 years";20
"K-3430 Os";"25 years";23
"K-3430 Os";"26 years";19
"K-3430 Os";"27 years";22
"K-3430 Os";"28 years";29
"K-3430 Os";"29 years";20
"K-3430 Os";"30 years";25
"K-3430 Os";"31 years";20
"K-3430 Os";"32 years";30
"K-3430 Os";"33 years";10
"K-3430 Os";"34 years";13
"K-3430 Os";"35 years";16
"K-3430 Os";"36 years";19
"K-3430 Os";"37 years";17
"K-3430 Os";"38 years";17
"K-3430 Os";"39 years";17
"K-3430 Os";"40 years";18
"K-3430 Os";"41 years";21
"K-3430 Os";"42 years";30
"K-3430 Os";"43 years";16
"K-3430 Os";"44 years";14
"K-3430 Os";"45 years";17
"K-3430 Os";"46 years";12
"K-3430 Os";"47 years";12
"K-3430 Os";"48 years";29
"K-3430 Os";"49 years";30
"K-3430 Os";"50 years";33
"K-3430 Os";"51 years";25
"K-3430 Os";"52 years";31
"K-3430 Os";"53 years";31
"K-3430 Os";"54 years";33
"K-3430 Os";"55 years";31
"K-3430 Os";"56 years";26
"K-3430 Os";"57 years";23
"K-3430 Os";"58 years";38
"K-3430 Os";"59 years";42
"K-3430 Os";"60 years";24
"K-3430 Os";"61 years";30
"K-3430 Os";"62 years";27
"K-3430 Os";"63 years";38
"K-3430 Os";"64 years";21
"K-3430 Os";"65 years";29
"K-3430 Os";"66 years";23
"K-3430 Os";"67 years";41
"K-3430 Os";"68 years";16
"K-3430 Os";"69 years";24
"K-3430 Os";"70 years";18
"K-3430 Os";"71 years";27
"K-3430 Os";"72 years";27
"K-3430 Os";"73 years";27
"K-3430 Os";"74 years";30
"K-3430 Os";"75 years";20
"K-3430 Os";"76 years";19
"K-3430 Os";"77 years";27
"K-3430 Os";"78 years";27
"K-3430 Os";"79 years";13
"K-3430 Os";"80 years";20
"K-3430 Os";"81 years";14
"K-3430 Os";"82 years";12
"K-3430 Os";"83 years";13
"K-3430 Os";"84 years";5
"K-3430 Os";"85 years";11
"K-3430 Os";"86 years";5
"K-3430 Os";"87 years";12
"K-3430 Os";"88 years";6
"K-3430 Os";"89 years";5
"K-3430 Os";"90 years";9
"K-3430 Os";"91 years";2
"K-3430 Os";"92 years";3
"K-3430 Os";"93 years";3
"K-3430 Os";"94 years";3
"K-3430 Os";"95 years";2
"K-3430 Os";"96 years";2
"K-3430 Os";"97 years";0
"K-3430 Os";"98 years";1
"K-3430 Os";"99 years";0
"K-3430 Os";"100 years";0
"K-3430 Os";"101 years";0
"K-3430 Os";"102 years";0
"K-3430 Os";"103 years";0
"K-3430 Os";"104 years";0
"K-3430 Os";"105 years or older";0
"K-3431 Dovre";"0 years";20
"K-3431 Dovre";"1 year";18
"K-3431 Dovre";"2 years";24
"K-3431 Dovre";"3 years";26
"K-3431 Dovre";"4 years";27
"K-3431 Dovre";"5 years";15
"K-3431 Dovre";"6 years";25
"K-3431 Dovre";"7 years";28
"K-3431 Dovre";"8 years";25
"K-3431 Dovre";"9 years";22
"K-3431 Dovre";"10 years";19
"K-3431 Dovre";"11 years";21
"K-3431 Dovre";"12 years";18
"K-3431 Dovre";"13 years";25
"K-3431 Dovre";"14 years";29
"K-3431 Dovre";"15 years";23
"K-3431 Dovre";"16 years";20
"K-3431 Dovre";"17 years";20
"K-3431 Dovre";"18 years";25
"K-3431 Dovre";"19 years";22
"K-3431 Dovre";"20 years";25
"K-3431 Dovre";"21 years";19
"K-3431 Dovre";"22 years";30
"K-3431 Dovre";"23 years";29
"K-3431 Dovre";"24 years";32
"K-3431 Dovre";"25 years";28
"K-3431 Dovre";"26 years";19
"K-3431 Dovre";"27 years";18
"K-3431 Dovre";"28 years";22
"K-3431 Dovre";"29 years";19
"K-3431 Dovre";"30 years";32
"K-3431 Dovre";"31 years";33
"K-3431 Dovre";"32 years";34
"K-3431 Dovre";"33 years";34
"K-3431 Dovre";"34 years";25
"K-3431 Dovre";"35 years";39
"K-3431 Dovre";"36 years";27
"K-3431 Dovre";"37 years";25
"K-3431 Dovre";"38 years";27
"K-3431 Dovre";"39 years";18
"K-3431 Dovre";"40 years";24
"K-3431 Dovre";"41 years";21
"K-3431 Dovre";"42 years";22
"K-3431 Dovre";"43 years";23
"K-3431 Dovre";"44 years";27
"K-3431 Dovre";"45 years";31
"K-3431 Dovre";"46 years";16
"K-3431 Dovre";"47 years";21
"K-3431 Dovre";"48 years";30
"K-3431 Dovre";"49 years";27
"K-3431 Dovre";"50 years";32
"K-3431 Dovre";"51 years";37
"K-3431 Dovre";"52 years";36
"K-3431 Dovre";"53 years";34
"K-3431 Dovre";"54 years";39
"K-3431 Dovre";"55 years";41
"K-3431 Dovre";"56 years";36
"K-3431 Dovre";"57 years";41
"K-3431 Dovre";"58 years";37
"K-3431 Dovre";"59 years";25
"K-3431 Dovre";"60 years";42
"K-3431 Dovre";"61 years";24
"K-3431 Dovre";"62 years";36
"K-3431 Dovre";"63 years";39
"K-3431 Dovre";"64 years";37
"K-3431 Dovre";"65 years";35
"K-3431 Dovre";"66 years";39
"K-3431 Dovre";"67 years";32
"K-3431 Dovre";"68 years";43
"K-3431 Dovre";"69 years";41
"K-3431 Dovre";"70 years";29
"K-3431 Dovre";"71 years";41
"K-3431 Dovre";"72 years";35
"K-3431 Dovre";"73 years";34
"K-3431 Dovre";"74 years";37
"K-3431 Dovre";"75 years";35
"K-3431 Dovre";"76 years";33
"K-3431 Dovre";"77 years";27
"K-3431 Dovre";"78 years";25
"K-3431 Dovre";"79 years";28
"K-3431 Dovre";"80 years";28
"K-3431 Dovre";"81 years";31
"K-3431 Dovre";"82 years";22
"K-3431 Dovre";"83 years";25
"K-3431 Dovre";"84 years";17
"K-3431 Dovre";"85 years";12
"K-3431 Dovre";"86 years";11
"K-3431 Dovre";"87 years";16
"K-3431 Dovre";"88 years";9
"K-3431 Dovre";"89 years";10
"K-3431 Dovre";"90 years";10
"K-3431 Dovre";"91 years";10
"K-3431 Dovre";"92 years";6
"K-3431 Dovre";"93 years";2
"K-3431 Dovre";"94 years";8
"K-3431 Dovre";"95 years";5
"K-3431 Dovre";"96 years";0
"K-3431 Dovre";"97 years";1
"K-3431 Dovre";"98 years";0
"K-3431 Dovre";"99 years";0
"K-3431 Dovre";"100 years";0
"K-3431 Dovre";"101 years";1
"K-3431 Dovre";"102 years";0
"K-3431 Dovre";"103 years";0
"K-3431 Dovre";"104 years";0
"K-3431 Dovre";"105 years or older";0
"K-3432 Lesja";"0 years";12
"K-3432 Lesja";"1 year";15
"K-3432 Lesja";"2 years";14
"K-3432 Lesja";"3 years";20
"K-3432 Lesja";"4 years";19
"K-3432 Lesja";"5 years";15
"K-3432 Lesja";"6 years";20
"K-3432 Lesja";"7 years";19
"K-3432 Lesja";"8 years";23
"K-3432 Lesja";"9 years";26
"K-3432 Lesja";"10 years";13
"K-3432 Lesja";"11 years";14
"K-3432 Lesja";"12 years";23
"K-3432 Lesja";"13 years";32
"K-3432 Lesja";"14 years";19
"K-3432 Lesja";"15 years";27
"K-3432 Lesja";"16 years";22
"K-3432 Lesja";"17 years";35
"K-3432 Lesja";"18 years";27
"K-3432 Lesja";"19 years";24
"K-3432 Lesja";"20 years";29
"K-3432 Lesja";"21 years";20
"K-3432 Lesja";"22 years";23
"K-3432 Lesja";"23 years";16
"K-3432 Lesja";"24 years";29
"K-3432 Lesja";"25 years";23
"K-3432 Lesja";"26 years";28
"K-3432 Lesja";"27 years";16
"K-3432 Lesja";"28 years";19
"K-3432 Lesja";"29 years";20
"K-3432 Lesja";"30 years";13
"K-3432 Lesja";"31 years";10
"K-3432 Lesja";"32 years";24
"K-3432 Lesja";"33 years";30
"K-3432 Lesja";"34 years";19
"K-3432 Lesja";"35 years";11
"K-3432 Lesja";"36 years";25
"K-3432 Lesja";"37 years";16
"K-3432 Lesja";"38 years";14
"K-3432 Lesja";"39 years";16
"K-3432 Lesja";"40 years";19
"K-3432 Lesja";"41 years";17
"K-3432 Lesja";"42 years";16
"K-3432 Lesja";"43 years";28
"K-3432 Lesja";"44 years";18
"K-3432 Lesja";"45 years";27
"K-3432 Lesja";"46 years";19
"K-3432 Lesja";"47 years";24
"K-3432 Lesja";"48 years";21
"K-3432 Lesja";"49 years";30
"K-3432 Lesja";"50 years";30
"K-3432 Lesja";"51 years";27
"K-3432 Lesja";"52 years";29
"K-3432 Lesja";"53 years";24
"K-3432 Lesja";"54 years";20
"K-3432 Lesja";"55 years";28
"K-3432 Lesja";"56 years";30
"K-3432 Lesja";"57 years";26
"K-3432 Lesja";"58 years";24
"K-3432 Lesja";"59 years";28
"K-3432 Lesja";"60 years";27
"K-3432 Lesja";"61 years";20
"K-3432 Lesja";"62 years";32
"K-3432 Lesja";"63 years";29
"K-3432 Lesja";"64 years";24
"K-3432 Lesja";"65 years";30
"K-3432 Lesja";"66 years";34
"K-3432 Lesja";"67 years";37
"K-3432 Lesja";"68 years";32
"K-3432 Lesja";"69 years";28
"K-3432 Lesja";"70 years";24
"K-3432 Lesja";"71 years";30
"K-3432 Lesja";"72 years";25
"K-3432 Lesja";"73 years";39
"K-3432 Lesja";"74 years";30
"K-3432 Lesja";"75 years";13
"K-3432 Lesja";"76 years";23
"K-3432 Lesja";"77 years";18
"K-3432 Lesja";"78 years";25
"K-3432 Lesja";"79 years";9
"K-3432 Lesja";"80 years";21
"K-3432 Lesja";"81 years";16
"K-3432 Lesja";"82 years";18
"K-3432 Lesja";"83 years";9
"K-3432 Lesja";"84 years";10
"K-3432 Lesja";"85 years";8
"K-3432 Lesja";"86 years";8
"K-3432 Lesja";"87 years";14
"K-3432 Lesja";"88 years";6
"K-3432 Lesja";"89 years";10
"K-3432 Lesja";"90 years";4
"K-3432 Lesja";"91 years";2
"K-3432 Lesja";"92 years";7
"K-3432 Lesja";"93 years";3
"K-3432 Lesja";"94 years";5
"K-3432 Lesja";"95 years";3
"K-3432 Lesja";"96 years";3
"K-3432 Lesja";"97 years";1
"K-3432 Lesja";"98 years";1
"K-3432 Lesja";"99 years";0
"K-3432 Lesja";"100 years";0
"K-3432 Lesja";"101 years";0
"K-3432 Lesja";"102 years";0
"K-3432 Lesja";"103 years";0
"K-3432 Lesja";"104 years";0
"K-3432 Lesja";"105 years or older";0
"K-3433 Skjåk";"0 years";14
"K-3433 Skjåk";"1 year";16
"K-3433 Skjåk";"2 years";23
"K-3433 Skjåk";"3 years";14
"K-3433 Skjåk";"4 years";16
"K-3433 Skjåk";"5 years";19
"K-3433 Skjåk";"6 years";17
"K-3433 Skjåk";"7 years";23
"K-3433 Skjåk";"8 years";16
"K-3433 Skjåk";"9 years";22
"K-3433 Skjåk";"10 years";23
"K-3433 Skjåk";"11 years";11
"K-3433 Skjåk";"12 years";22
"K-3433 Skjåk";"13 years";20
"K-3433 Skjåk";"14 years";16
"K-3433 Skjåk";"15 years";19
"K-3433 Skjåk";"16 years";27
"K-3433 Skjåk";"17 years";21
"K-3433 Skjåk";"18 years";25
"K-3433 Skjåk";"19 years";20
"K-3433 Skjåk";"20 years";34
"K-3433 Skjåk";"21 years";20
"K-3433 Skjåk";"22 years";27
"K-3433 Skjåk";"23 years";22
"K-3433 Skjåk";"24 years";22
"K-3433 Skjåk";"25 years";19
"K-3433 Skjåk";"26 years";7
"K-3433 Skjåk";"27 years";18
"K-3433 Skjåk";"28 years";18
"K-3433 Skjåk";"29 years";15
"K-3433 Skjåk";"30 years";27
"K-3433 Skjåk";"31 years";11
"K-3433 Skjåk";"32 years";31
"K-3433 Skjåk";"33 years";18
"K-3433 Skjåk";"34 years";29
"K-3433 Skjåk";"35 years";16
"K-3433 Skjåk";"36 years";27
"K-3433 Skjåk";"37 years";16
"K-3433 Skjåk";"38 years";27
"K-3433 Skjåk";"39 years";14
"K-3433 Skjåk";"40 years";21
"K-3433 Skjåk";"41 years";25
"K-3433 Skjåk";"42 years";22
"K-3433 Skjåk";"43 years";27
"K-3433 Skjåk";"44 years";21
"K-3433 Skjåk";"45 years";30
"K-3433 Skjåk";"46 years";25
"K-3433 Skjåk";"47 years";22
"K-3433 Skjåk";"48 years";24
"K-3433 Skjåk";"49 years";38
"K-3433 Skjåk";"50 years";19
"K-3433 Skjåk";"51 years";28
"K-3433 Skjåk";"52 years";24
"K-3433 Skjåk";"53 years";36
"K-3433 Skjåk";"54 years";45
"K-3433 Skjåk";"55 years";26
"K-3433 Skjåk";"56 years";31
"K-3433 Skjåk";"57 years";21
"K-3433 Skjåk";"58 years";31
"K-3433 Skjåk";"59 years";34
"K-3433 Skjåk";"60 years";25
"K-3433 Skjåk";"61 years";33
"K-3433 Skjåk";"62 years";32
"K-3433 Skjåk";"63 years";32
"K-3433 Skjåk";"64 years";33
"K-3433 Skjåk";"65 years";31
"K-3433 Skjåk";"66 years";30
"K-3433 Skjåk";"67 years";42
"K-3433 Skjåk";"68 years";39
"K-3433 Skjåk";"69 years";28
"K-3433 Skjåk";"70 years";30
"K-3433 Skjåk";"71 years";24
"K-3433 Skjåk";"72 years";29
"K-3433 Skjåk";"73 years";35
"K-3433 Skjåk";"74 years";31
"K-3433 Skjåk";"75 years";34
"K-3433 Skjåk";"76 years";28
"K-3433 Skjåk";"77 years";33
"K-3433 Skjåk";"78 years";25
"K-3433 Skjåk";"79 years";20
"K-3433 Skjåk";"80 years";31
"K-3433 Skjåk";"81 years";17
"K-3433 Skjåk";"82 years";14
"K-3433 Skjåk";"83 years";22
"K-3433 Skjåk";"84 years";14
"K-3433 Skjåk";"85 years";11
"K-3433 Skjåk";"86 years";10
"K-3433 Skjåk";"87 years";15
"K-3433 Skjåk";"88 years";6
"K-3433 Skjåk";"89 years";8
"K-3433 Skjåk";"90 years";3
"K-3433 Skjåk";"91 years";7
"K-3433 Skjåk";"92 years";4
"K-3433 Skjåk";"93 years";6
"K-3433 Skjåk";"94 years";2
"K-3433 Skjåk";"95 years";1
"K-3433 Skjåk";"96 years";0
"K-3433 Skjåk";"97 years";1
"K-3433 Skjåk";"98 years";0
"K-3433 Skjåk";"99 years";1
"K-3433 Skjåk";"100 years";1
"K-3433 Skjåk";"101 years";1
"K-3433 Skjåk";"102 years";0
"K-3433 Skjåk";"103 years";0
"K-3433 Skjåk";"104 years";0
"K-3433 Skjåk";"105 years or older";0
"K-3434 Lom";"0 years";20
"K-3434 Lom";"1 year";14
"K-3434 Lom";"2 years";23
"K-3434 Lom";"3 years";21
"K-3434 Lom";"4 years";10
"K-3434 Lom";"5 years";19
"K-3434 Lom";"6 years";17
"K-3434 Lom";"7 years";27
"K-3434 Lom";"8 years";26
"K-3434 Lom";"9 years";29
"K-3434 Lom";"10 years";26
"K-3434 Lom";"11 years";18
"K-3434 Lom";"12 years";18
"K-3434 Lom";"13 years";27
"K-3434 Lom";"14 years";20
"K-3434 Lom";"15 years";24
"K-3434 Lom";"16 years";12
"K-3434 Lom";"17 years";27
"K-3434 Lom";"18 years";22
"K-3434 Lom";"19 years";34
"K-3434 Lom";"20 years";31
"K-3434 Lom";"21 years";21
"K-3434 Lom";"22 years";24
"K-3434 Lom";"23 years";26
"K-3434 Lom";"24 years";22
"K-3434 Lom";"25 years";19
"K-3434 Lom";"26 years";19
"K-3434 Lom";"27 years";26
"K-3434 Lom";"28 years";27
"K-3434 Lom";"29 years";16
"K-3434 Lom";"30 years";26
"K-3434 Lom";"31 years";23
"K-3434 Lom";"32 years";17
"K-3434 Lom";"33 years";22
"K-3434 Lom";"34 years";17
"K-3434 Lom";"35 years";28
"K-3434 Lom";"36 years";18
"K-3434 Lom";"37 years";33
"K-3434 Lom";"38 years";19
"K-3434 Lom";"39 years";18
