"07459: Population, by region, age, contents and year"

"region";"age";"Persons 2024"
"K-1573 Smøla";"39 years";24
"K-1573 Smøla";"40 years";21
"K-1573 Smøla";"41 years";17
"K-1573 Smøla";"42 years";28
"K-1573 Smøla";"43 years";18
"K-1573 Smøla";"44 years";18
"K-1573 Smøla";"45 years";27
"K-1573 Smøla";"46 years";24
"K-1573 Smøla";"47 years";21
"K-1573 Smøla";"48 years";29
"K-1573 Smøla";"49 years";29
"K-1573 Smøla";"50 years";32
"K-1573 Smøla";"51 years";34
"K-1573 Smøla";"52 years";28
"K-1573 Smøla";"53 years";20
"K-1573 Smøla";"54 years";31
"K-1573 Smøla";"55 years";35
"K-1573 Smøla";"56 years";35
"K-1573 Smøla";"57 years";38
"K-1573 Smøla";"58 years";29
"K-1573 Smøla";"59 years";34
"K-1573 Smøla";"60 years";20
"K-1573 Smøla";"61 years";24
"K-1573 Smøla";"62 years";38
"K-1573 Smøla";"63 years";23
"K-1573 Smøla";"64 years";32
"K-1573 Smøla";"65 years";38
"K-1573 Smøla";"66 years";26
"K-1573 Smøla";"67 years";33
"K-1573 Smøla";"68 years";40
"K-1573 Smøla";"69 years";31
"K-1573 Smøla";"70 years";30
"K-1573 Smøla";"71 years";37
"K-1573 Smøla";"72 years";31
"K-1573 Smøla";"73 years";32
"K-1573 Smøla";"74 years";22
"K-1573 Smøla";"75 years";21
"K-1573 Smøla";"76 years";21
"K-1573 Smøla";"77 years";28
"K-1573 Smøla";"78 years";20
"K-1573 Smøla";"79 years";22
"K-1573 Smøla";"80 years";23
"K-1573 Smøla";"81 years";18
"K-1573 Smøla";"82 years";13
"K-1573 Smøla";"83 years";9
"K-1573 Smøla";"84 years";9
"K-1573 Smøla";"85 years";16
"K-1573 Smøla";"86 years";6
"K-1573 Smøla";"87 years";8
"K-1573 Smøla";"88 years";13
"K-1573 Smøla";"89 years";7
"K-1573 Smøla";"90 years";3
"K-1573 Smøla";"91 years";6
"K-1573 Smøla";"92 years";4
"K-1573 Smøla";"93 years";4
"K-1573 Smøla";"94 years";4
"K-1573 Smøla";"95 years";2
"K-1573 Smøla";"96 years";3
"K-1573 Smøla";"97 years";0
"K-1573 Smøla";"98 years";0
"K-1573 Smøla";"99 years";0
"K-1573 Smøla";"100 years";0
"K-1573 Smøla";"101 years";1
"K-1573 Smøla";"102 years";0
"K-1573 Smøla";"103 years";0
"K-1573 Smøla";"104 years";0
"K-1573 Smøla";"105 years or older";0
"K-1576 Aure";"0 years";23
"K-1576 Aure";"1 year";32
"K-1576 Aure";"2 years";22
"K-1576 Aure";"3 years";28
"K-1576 Aure";"4 years";32
"K-1576 Aure";"5 years";32
"K-1576 Aure";"6 years";31
"K-1576 Aure";"7 years";33
"K-1576 Aure";"8 years";27
"K-1576 Aure";"9 years";24
"K-1576 Aure";"10 years";37
"K-1576 Aure";"11 years";41
"K-1576 Aure";"12 years";25
"K-1576 Aure";"13 years";36
"K-1576 Aure";"14 years";38
"K-1576 Aure";"15 years";40
"K-1576 Aure";"16 years";41
"K-1576 Aure";"17 years";42
"K-1576 Aure";"18 years";28
"K-1576 Aure";"19 years";42
"K-1576 Aure";"20 years";34
"K-1576 Aure";"21 years";26
"K-1576 Aure";"22 years";33
"K-1576 Aure";"23 years";44
"K-1576 Aure";"24 years";45
"K-1576 Aure";"25 years";36
"K-1576 Aure";"26 years";29
"K-1576 Aure";"27 years";35
"K-1576 Aure";"28 years";37
"K-1576 Aure";"29 years";29
"K-1576 Aure";"30 years";24
"K-1576 Aure";"31 years";36
"K-1576 Aure";"32 years";38
"K-1576 Aure";"33 years";30
"K-1576 Aure";"34 years";35
"K-1576 Aure";"35 years";28
"K-1576 Aure";"36 years";30
"K-1576 Aure";"37 years";36
"K-1576 Aure";"38 years";33
"K-1576 Aure";"39 years";45
"K-1576 Aure";"40 years";43
"K-1576 Aure";"41 years";36
"K-1576 Aure";"42 years";31
"K-1576 Aure";"43 years";50
"K-1576 Aure";"44 years";49
"K-1576 Aure";"45 years";34
"K-1576 Aure";"46 years";33
"K-1576 Aure";"47 years";36
"K-1576 Aure";"48 years";32
"K-1576 Aure";"49 years";42
"K-1576 Aure";"50 years";47
"K-1576 Aure";"51 years";51
"K-1576 Aure";"52 years";54
"K-1576 Aure";"53 years";62
"K-1576 Aure";"54 years";55
"K-1576 Aure";"55 years";60
"K-1576 Aure";"56 years";50
"K-1576 Aure";"57 years";56
"K-1576 Aure";"58 years";51
"K-1576 Aure";"59 years";35
"K-1576 Aure";"60 years";60
"K-1576 Aure";"61 years";43
"K-1576 Aure";"62 years";47
"K-1576 Aure";"63 years";49
"K-1576 Aure";"64 years";57
"K-1576 Aure";"65 years";41
"K-1576 Aure";"66 years";51
"K-1576 Aure";"67 years";54
"K-1576 Aure";"68 years";54
"K-1576 Aure";"69 years";48
"K-1576 Aure";"70 years";41
"K-1576 Aure";"71 years";40
"K-1576 Aure";"72 years";47
"K-1576 Aure";"73 years";47
"K-1576 Aure";"74 years";44
"K-1576 Aure";"75 years";51
"K-1576 Aure";"76 years";39
"K-1576 Aure";"77 years";46
"K-1576 Aure";"78 years";41
"K-1576 Aure";"79 years";48
"K-1576 Aure";"80 years";34
"K-1576 Aure";"81 years";26
"K-1576 Aure";"82 years";27
"K-1576 Aure";"83 years";16
"K-1576 Aure";"84 years";12
"K-1576 Aure";"85 years";19
"K-1576 Aure";"86 years";12
"K-1576 Aure";"87 years";11
"K-1576 Aure";"88 years";8
"K-1576 Aure";"89 years";10
"K-1576 Aure";"90 years";9
"K-1576 Aure";"91 years";6
"K-1576 Aure";"92 years";7
"K-1576 Aure";"93 years";4
"K-1576 Aure";"94 years";2
"K-1576 Aure";"95 years";3
"K-1576 Aure";"96 years";6
"K-1576 Aure";"97 years";2
"K-1576 Aure";"98 years";2
"K-1576 Aure";"99 years";0
"K-1576 Aure";"100 years";0
"K-1576 Aure";"101 years";0
"K-1576 Aure";"102 years";0
"K-1576 Aure";"103 years";0
"K-1576 Aure";"104 years";0
"K-1576 Aure";"105 years or older";0
"K-1577 Volda";"0 years";98
"K-1577 Volda";"1 year";113
"K-1577 Volda";"2 years";125
"K-1577 Volda";"3 years";99
"K-1577 Volda";"4 years";125
"K-1577 Volda";"5 years";151
"K-1577 Volda";"6 years";112
"K-1577 Volda";"7 years";129
"K-1577 Volda";"8 years";116
"K-1577 Volda";"9 years";100
"K-1577 Volda";"10 years";125
"K-1577 Volda";"11 years";113
"K-1577 Volda";"12 years";130
"K-1577 Volda";"13 years";127
"K-1577 Volda";"14 years";141
"K-1577 Volda";"15 years";152
"K-1577 Volda";"16 years";138
"K-1577 Volda";"17 years";138
"K-1577 Volda";"18 years";137
"K-1577 Volda";"19 years";152
"K-1577 Volda";"20 years";178
"K-1577 Volda";"21 years";208
"K-1577 Volda";"22 years";219
"K-1577 Volda";"23 years";211
"K-1577 Volda";"24 years";219
"K-1577 Volda";"25 years";185
"K-1577 Volda";"26 years";183
"K-1577 Volda";"27 years";145
"K-1577 Volda";"28 years";143
"K-1577 Volda";"29 years";138
"K-1577 Volda";"30 years";142
"K-1577 Volda";"31 years";123
"K-1577 Volda";"32 years";162
"K-1577 Volda";"33 years";120
"K-1577 Volda";"34 years";122
"K-1577 Volda";"35 years";132
"K-1577 Volda";"36 years";139
"K-1577 Volda";"37 years";126
"K-1577 Volda";"38 years";120
"K-1577 Volda";"39 years";140
"K-1577 Volda";"40 years";155
"K-1577 Volda";"41 years";113
"K-1577 Volda";"42 years";134
"K-1577 Volda";"43 years";109
"K-1577 Volda";"44 years";140
"K-1577 Volda";"45 years";135
"K-1577 Volda";"46 years";117
"K-1577 Volda";"47 years";105
"K-1577 Volda";"48 years";127
"K-1577 Volda";"49 years";129
"K-1577 Volda";"50 years";114
"K-1577 Volda";"51 years";131
"K-1577 Volda";"52 years";121
"K-1577 Volda";"53 years";142
"K-1577 Volda";"54 years";146
"K-1577 Volda";"55 years";114
"K-1577 Volda";"56 years";126
"K-1577 Volda";"57 years";121
"K-1577 Volda";"58 years";120
"K-1577 Volda";"59 years";136
"K-1577 Volda";"60 years";110
"K-1577 Volda";"61 years";138
"K-1577 Volda";"62 years";125
"K-1577 Volda";"63 years";131
"K-1577 Volda";"64 years";118
"K-1577 Volda";"65 years";121
"K-1577 Volda";"66 years";116
"K-1577 Volda";"67 years";118
"K-1577 Volda";"68 years";128
"K-1577 Volda";"69 years";117
"K-1577 Volda";"70 years";114
"K-1577 Volda";"71 years";113
"K-1577 Volda";"72 years";108
"K-1577 Volda";"73 years";115
"K-1577 Volda";"74 years";104
"K-1577 Volda";"75 years";106
"K-1577 Volda";"76 years";110
"K-1577 Volda";"77 years";101
"K-1577 Volda";"78 years";86
"K-1577 Volda";"79 years";81
"K-1577 Volda";"80 years";77
"K-1577 Volda";"81 years";73
"K-1577 Volda";"82 years";47
"K-1577 Volda";"83 years";51
"K-1577 Volda";"84 years";50
"K-1577 Volda";"85 years";55
"K-1577 Volda";"86 years";41
"K-1577 Volda";"87 years";35
"K-1577 Volda";"88 years";34
"K-1577 Volda";"89 years";34
"K-1577 Volda";"90 years";31
"K-1577 Volda";"91 years";18
"K-1577 Volda";"92 years";13
"K-1577 Volda";"93 years";12
"K-1577 Volda";"94 years";21
"K-1577 Volda";"95 years";8
"K-1577 Volda";"96 years";9
"K-1577 Volda";"97 years";4
"K-1577 Volda";"98 years";2
"K-1577 Volda";"99 years";3
"K-1577 Volda";"100 years";0
"K-1577 Volda";"101 years";1
"K-1577 Volda";"102 years";3
"K-1577 Volda";"103 years";0
"K-1577 Volda";"104 years";0
"K-1577 Volda";"105 years or older";0
"K-1578 Fjord";"0 years";17
"K-1578 Fjord";"1 year";13
"K-1578 Fjord";"2 years";22
"K-1578 Fjord";"3 years";23
"K-1578 Fjord";"4 years";9
"K-1578 Fjord";"5 years";20
"K-1578 Fjord";"6 years";24
"K-1578 Fjord";"7 years";25
"K-1578 Fjord";"8 years";16
"K-1578 Fjord";"9 years";23
"K-1578 Fjord";"10 years";22
"K-1578 Fjord";"11 years";36
"K-1578 Fjord";"12 years";27
"K-1578 Fjord";"13 years";24
"K-1578 Fjord";"14 years";37
"K-1578 Fjord";"15 years";32
"K-1578 Fjord";"16 years";40
"K-1578 Fjord";"17 years";36
"K-1578 Fjord";"18 years";35
"K-1578 Fjord";"19 years";34
"K-1578 Fjord";"20 years";38
"K-1578 Fjord";"21 years";32
"K-1578 Fjord";"22 years";31
"K-1578 Fjord";"23 years";32
"K-1578 Fjord";"24 years";12
"K-1578 Fjord";"25 years";23
"K-1578 Fjord";"26 years";14
"K-1578 Fjord";"27 years";26
"K-1578 Fjord";"28 years";18
"K-1578 Fjord";"29 years";25
"K-1578 Fjord";"30 years";16
"K-1578 Fjord";"31 years";21
"K-1578 Fjord";"32 years";18
"K-1578 Fjord";"33 years";17
"K-1578 Fjord";"34 years";28
"K-1578 Fjord";"35 years";17
"K-1578 Fjord";"36 years";17
"K-1578 Fjord";"37 years";28
"K-1578 Fjord";"38 years";24
"K-1578 Fjord";"39 years";28
"K-1578 Fjord";"40 years";24
"K-1578 Fjord";"41 years";28
"K-1578 Fjord";"42 years";21
"K-1578 Fjord";"43 years";37
"K-1578 Fjord";"44 years";33
"K-1578 Fjord";"45 years";29
"K-1578 Fjord";"46 years";20
"K-1578 Fjord";"47 years";29
"K-1578 Fjord";"48 years";26
"K-1578 Fjord";"49 years";27
"K-1578 Fjord";"50 years";36
"K-1578 Fjord";"51 years";40
"K-1578 Fjord";"52 years";33
"K-1578 Fjord";"53 years";28
"K-1578 Fjord";"54 years";32
"K-1578 Fjord";"55 years";44
"K-1578 Fjord";"56 years";32
"K-1578 Fjord";"57 years";45
"K-1578 Fjord";"58 years";35
"K-1578 Fjord";"59 years";31
"K-1578 Fjord";"60 years";36
"K-1578 Fjord";"61 years";48
"K-1578 Fjord";"62 years";31
"K-1578 Fjord";"63 years";39
"K-1578 Fjord";"64 years";48
"K-1578 Fjord";"65 years";47
"K-1578 Fjord";"66 years";30
"K-1578 Fjord";"67 years";38
"K-1578 Fjord";"68 years";30
"K-1578 Fjord";"69 years";33
"K-1578 Fjord";"70 years";25
"K-1578 Fjord";"71 years";38
"K-1578 Fjord";"72 years";32
"K-1578 Fjord";"73 years";33
"K-1578 Fjord";"74 years";32
"K-1578 Fjord";"75 years";19
"K-1578 Fjord";"76 years";32
"K-1578 Fjord";"77 years";32
"K-1578 Fjord";"78 years";29
"K-1578 Fjord";"79 years";17
"K-1578 Fjord";"80 years";28
"K-1578 Fjord";"81 years";22
"K-1578 Fjord";"82 years";20
"K-1578 Fjord";"83 years";20
"K-1578 Fjord";"84 years";21
"K-1578 Fjord";"85 years";15
"K-1578 Fjord";"86 years";18
"K-1578 Fjord";"87 years";8
"K-1578 Fjord";"88 years";14
"K-1578 Fjord";"89 years";9
"K-1578 Fjord";"90 years";3
"K-1578 Fjord";"91 years";5
"K-1578 Fjord";"92 years";7
"K-1578 Fjord";"93 years";4
"K-1578 Fjord";"94 years";5
"K-1578 Fjord";"95 years";5
"K-1578 Fjord";"96 years";3
"K-1578 Fjord";"97 years";1
"K-1578 Fjord";"98 years";1
"K-1578 Fjord";"99 years";1
"K-1578 Fjord";"100 years";1
"K-1578 Fjord";"101 years";1
"K-1578 Fjord";"102 years";0
"K-1578 Fjord";"103 years";1
"K-1578 Fjord";"104 years";0
"K-1578 Fjord";"105 years or older";0
"K-1579 Hustadvika";"0 years";131
"K-1579 Hustadvika";"1 year";115
"K-1579 Hustadvika";"2 years";146
"K-1579 Hustadvika";"3 years";125
"K-1579 Hustadvika";"4 years";129
"K-1579 Hustadvika";"5 years";158
"K-1579 Hustadvika";"6 years";153
"K-1579 Hustadvika";"7 years";174
"K-1579 Hustadvika";"8 years";159
"K-1579 Hustadvika";"9 years";164
"K-1579 Hustadvika";"10 years";156
"K-1579 Hustadvika";"11 years";168
"K-1579 Hustadvika";"12 years";183
"K-1579 Hustadvika";"13 years";181
"K-1579 Hustadvika";"14 years";162
"K-1579 Hustadvika";"15 years";180
"K-1579 Hustadvika";"16 years";190
"K-1579 Hustadvika";"17 years";197
"K-1579 Hustadvika";"18 years";196
"K-1579 Hustadvika";"19 years";162
"K-1579 Hustadvika";"20 years";170
"K-1579 Hustadvika";"21 years";177
"K-1579 Hustadvika";"22 years";157
"K-1579 Hustadvika";"23 years";140
"K-1579 Hustadvika";"24 years";117
"K-1579 Hustadvika";"25 years";122
"K-1579 Hustadvika";"26 years";145
"K-1579 Hustadvika";"27 years";149
"K-1579 Hustadvika";"28 years";126
"K-1579 Hustadvika";"29 years";145
"K-1579 Hustadvika";"30 years";173
"K-1579 Hustadvika";"31 years";164
"K-1579 Hustadvika";"32 years";161
"K-1579 Hustadvika";"33 years";167
"K-1579 Hustadvika";"34 years";176
"K-1579 Hustadvika";"35 years";161
"K-1579 Hustadvika";"36 years";177
"K-1579 Hustadvika";"37 years";179
"K-1579 Hustadvika";"38 years";188
"K-1579 Hustadvika";"39 years";143
"K-1579 Hustadvika";"40 years";186
"K-1579 Hustadvika";"41 years";173
"K-1579 Hustadvika";"42 years";188
"K-1579 Hustadvika";"43 years";176
"K-1579 Hustadvika";"44 years";154
"K-1579 Hustadvika";"45 years";164
"K-1579 Hustadvika";"46 years";165
"K-1579 Hustadvika";"47 years";172
"K-1579 Hustadvika";"48 years";150
"K-1579 Hustadvika";"49 years";169
"K-1579 Hustadvika";"50 years";153
"K-1579 Hustadvika";"51 years";178
"K-1579 Hustadvika";"52 years";173
"K-1579 Hustadvika";"53 years";183
"K-1579 Hustadvika";"54 years";202
"K-1579 Hustadvika";"55 years";175
"K-1579 Hustadvika";"56 years";164
"K-1579 Hustadvika";"57 years";207
"K-1579 Hustadvika";"58 years";150
"K-1579 Hustadvika";"59 years";179
"K-1579 Hustadvika";"60 years";159
"K-1579 Hustadvika";"61 years";164
"K-1579 Hustadvika";"62 years";142
"K-1579 Hustadvika";"63 years";172
"K-1579 Hustadvika";"64 years";162
"K-1579 Hustadvika";"65 years";152
"K-1579 Hustadvika";"66 years";161
"K-1579 Hustadvika";"67 years";156
"K-1579 Hustadvika";"68 years";166
"K-1579 Hustadvika";"69 years";154
"K-1579 Hustadvika";"70 years";157
"K-1579 Hustadvika";"71 years";155
"K-1579 Hustadvika";"72 years";144
"K-1579 Hustadvika";"73 years";139
"K-1579 Hustadvika";"74 years";150
"K-1579 Hustadvika";"75 years";143
"K-1579 Hustadvika";"76 years";126
"K-1579 Hustadvika";"77 years";123
"K-1579 Hustadvika";"78 years";123
"K-1579 Hustadvika";"79 years";104
"K-1579 Hustadvika";"80 years";86
"K-1579 Hustadvika";"81 years";78
"K-1579 Hustadvika";"82 years";80
"K-1579 Hustadvika";"83 years";59
"K-1579 Hustadvika";"84 years";62
"K-1579 Hustadvika";"85 years";51
"K-1579 Hustadvika";"86 years";35
"K-1579 Hustadvika";"87 years";41
"K-1579 Hustadvika";"88 years";26
"K-1579 Hustadvika";"89 years";33
"K-1579 Hustadvika";"90 years";27
"K-1579 Hustadvika";"91 years";20
"K-1579 Hustadvika";"92 years";11
"K-1579 Hustadvika";"93 years";14
"K-1579 Hustadvika";"94 years";7
"K-1579 Hustadvika";"95 years";12
"K-1579 Hustadvika";"96 years";2
"K-1579 Hustadvika";"97 years";2
"K-1579 Hustadvika";"98 years";3
"K-1579 Hustadvika";"99 years";4
"K-1579 Hustadvika";"100 years";3
"K-1579 Hustadvika";"101 years";1
"K-1579 Hustadvika";"102 years";0
"K-1579 Hustadvika";"103 years";1
"K-1579 Hustadvika";"104 years";0
"K-1579 Hustadvika";"105 years or older";0
"K-1580 Haram";"0 years";90
"K-1580 Haram";"1 year";85
"K-1580 Haram";"2 years";99
"K-1580 Haram";"3 years";85
"K-1580 Haram";"4 years";91
"K-1580 Haram";"5 years";97
"K-1580 Haram";"6 years";111
"K-1580 Haram";"7 years";130
"K-1580 Haram";"8 years";116
"K-1580 Haram";"9 years";95
"K-1580 Haram";"10 years";114
"K-1580 Haram";"11 years";122
"K-1580 Haram";"12 years";110
"K-1580 Haram";"13 years";112
"K-1580 Haram";"14 years";121
"K-1580 Haram";"15 years";108
"K-1580 Haram";"16 years";112
"K-1580 Haram";"17 years";131
"K-1580 Haram";"18 years";105
"K-1580 Haram";"19 years";116
"K-1580 Haram";"20 years";104
"K-1580 Haram";"21 years";101
"K-1580 Haram";"22 years";91
"K-1580 Haram";"23 years";97
"K-1580 Haram";"24 years";106
"K-1580 Haram";"25 years";75
"K-1580 Haram";"26 years";105
"K-1580 Haram";"27 years";93
"K-1580 Haram";"28 years";86
"K-1580 Haram";"29 years";99
"K-1580 Haram";"30 years";108
"K-1580 Haram";"31 years";87
"K-1580 Haram";"32 years";106
"K-1580 Haram";"33 years";101
"K-1580 Haram";"34 years";116
"K-1580 Haram";"35 years";112
"K-1580 Haram";"36 years";101
"K-1580 Haram";"37 years";108
"K-1580 Haram";"38 years";115
"K-1580 Haram";"39 years";128
"K-1580 Haram";"40 years";114
"K-1580 Haram";"41 years";130
"K-1580 Haram";"42 years";122
"K-1580 Haram";"43 years";127
"K-1580 Haram";"44 years";123
"K-1580 Haram";"45 years";124
"K-1580 Haram";"46 years";129
"K-1580 Haram";"47 years";122
"K-1580 Haram";"48 years";116
"K-1580 Haram";"49 years";116
"K-1580 Haram";"50 years";132
"K-1580 Haram";"51 years";142
"K-1580 Haram";"52 years";124
"K-1580 Haram";"53 years";139
"K-1580 Haram";"54 years";108
"K-1580 Haram";"55 years";116
"K-1580 Haram";"56 years";131
"K-1580 Haram";"57 years";107
"K-1580 Haram";"58 years";143
"K-1580 Haram";"59 years";114
"K-1580 Haram";"60 years";110
"K-1580 Haram";"61 years";113
"K-1580 Haram";"62 years";112
"K-1580 Haram";"63 years";111
"K-1580 Haram";"64 years";122
"K-1580 Haram";"65 years";110
"K-1580 Haram";"66 years";128
"K-1580 Haram";"67 years";118
"K-1580 Haram";"68 years";124
"K-1580 Haram";"69 years";127
"K-1580 Haram";"70 years";108
"K-1580 Haram";"71 years";127
"K-1580 Haram";"72 years";114
"K-1580 Haram";"73 years";84
"K-1580 Haram";"74 years";88
"K-1580 Haram";"75 years";102
"K-1580 Haram";"76 years";95
"K-1580 Haram";"77 years";89
"K-1580 Haram";"78 years";79
"K-1580 Haram";"79 years";74
"K-1580 Haram";"80 years";70
"K-1580 Haram";"81 years";50
"K-1580 Haram";"82 years";45
"K-1580 Haram";"83 years";49
"K-1580 Haram";"84 years";56
"K-1580 Haram";"85 years";36
"K-1580 Haram";"86 years";34
"K-1580 Haram";"87 years";28
"K-1580 Haram";"88 years";28
"K-1580 Haram";"89 years";34
"K-1580 Haram";"90 years";25
"K-1580 Haram";"91 years";11
"K-1580 Haram";"92 years";17
"K-1580 Haram";"93 years";18
"K-1580 Haram";"94 years";8
"K-1580 Haram";"95 years";14
"K-1580 Haram";"96 years";8
"K-1580 Haram";"97 years";7
"K-1580 Haram";"98 years";8
"K-1580 Haram";"99 years";5
"K-1580 Haram";"100 years";2
"K-1580 Haram";"101 years";0
"K-1580 Haram";"102 years";0
"K-1580 Haram";"103 years";0
"K-1580 Haram";"104 years";1
"K-1580 Haram";"105 years or older";0
"K-5001 Trondheim - Tråante";"0 years";2084
"K-5001 Trondheim - Tråante";"1 year";2069
"K-5001 Trondheim - Tråante";"2 years";2250
"K-5001 Trondheim - Tråante";"3 years";2036
"K-5001 Trondheim - Tråante";"4 years";2118
"K-5001 Trondheim - Tråante";"5 years";2051
"K-5001 Trondheim - Tråante";"6 years";2131
"K-5001 Trondheim - Tråante";"7 years";2283
"K-5001 Trondheim - Tråante";"8 years";2265
"K-5001 Trondheim - Tråante";"9 years";2276
"K-5001 Trondheim - Tråante";"10 years";2300
"K-5001 Trondheim - Tråante";"11 years";2307
"K-5001 Trondheim - Tråante";"12 years";2325
"K-5001 Trondheim - Tråante";"13 years";2438
"K-5001 Trondheim - Tråante";"14 years";2437
"K-5001 Trondheim - Tråante";"15 years";2361
"K-5001 Trondheim - Tråante";"16 years";2322
"K-5001 Trondheim - Tråante";"17 years";2363
"K-5001 Trondheim - Tråante";"18 years";2372
"K-5001 Trondheim - Tråante";"19 years";2561
"K-5001 Trondheim - Tråante";"20 years";2786
"K-5001 Trondheim - Tråante";"21 years";3247
"K-5001 Trondheim - Tråante";"22 years";3887
"K-5001 Trondheim - Tråante";"23 years";4217
"K-5001 Trondheim - Tråante";"24 years";4342
"K-5001 Trondheim - Tråante";"25 years";4452
"K-5001 Trondheim - Tråante";"26 years";4137
"K-5001 Trondheim - Tråante";"27 years";4100
"K-5001 Trondheim - Tråante";"28 years";3826
"K-5001 Trondheim - Tråante";"29 years";3680
"K-5001 Trondheim - Tråante";"30 years";3607
"K-5001 Trondheim - Tråante";"31 years";3751
"K-5001 Trondheim - Tråante";"32 years";3638
"K-5001 Trondheim - Tråante";"33 years";3627
"K-5001 Trondheim - Tråante";"34 years";3438
"K-5001 Trondheim - Tråante";"35 years";3379
"K-5001 Trondheim - Tråante";"36 years";3124
"K-5001 Trondheim - Tråante";"37 years";3042
"K-5001 Trondheim - Tråante";"38 years";3059
"K-5001 Trondheim - Tråante";"39 years";2910
"K-5001 Trondheim - Tråante";"40 years";2847
"K-5001 Trondheim - Tråante";"41 years";2894
"K-5001 Trondheim - Tråante";"42 years";2834
"K-5001 Trondheim - Tråante";"43 years";2781
"K-5001 Trondheim - Tråante";"44 years";2661
"K-5001 Trondheim - Tråante";"45 years";2668
"K-5001 Trondheim - Tråante";"46 years";2533
"K-5001 Trondheim - Tråante";"47 years";2605
"K-5001 Trondheim - Tråante";"48 years";2617
"K-5001 Trondheim - Tråante";"49 years";2684
"K-5001 Trondheim - Tråante";"50 years";2747
"K-5001 Trondheim - Tråante";"51 years";2629
"K-5001 Trondheim - Tråante";"52 years";2650
"K-5001 Trondheim - Tråante";"53 years";2632
"K-5001 Trondheim - Tråante";"54 years";2636
"K-5001 Trondheim - Tråante";"55 years";2695
"K-5001 Trondheim - Tråante";"56 years";2437
"K-5001 Trondheim - Tråante";"57 years";2524
"K-5001 Trondheim - Tråante";"58 years";2483
"K-5001 Trondheim - Tråante";"59 years";2340
"K-5001 Trondheim - Tråante";"60 years";2286
"K-5001 Trondheim - Tråante";"61 years";2169
"K-5001 Trondheim - Tråante";"62 years";2068
"K-5001 Trondheim - Tråante";"63 years";2001
"K-5001 Trondheim - Tråante";"64 years";2050
"K-5001 Trondheim - Tråante";"65 years";2056
"K-5001 Trondheim - Tråante";"66 years";2044
"K-5001 Trondheim - Tråante";"67 years";1974
"K-5001 Trondheim - Tråante";"68 years";1881
"K-5001 Trondheim - Tråante";"69 years";1830
"K-5001 Trondheim - Tråante";"70 years";1776
"K-5001 Trondheim - Tråante";"71 years";1764
"K-5001 Trondheim - Tråante";"72 years";1677
"K-5001 Trondheim - Tråante";"73 years";1566
"K-5001 Trondheim - Tråante";"74 years";1570
"K-5001 Trondheim - Tråante";"75 years";1616
"K-5001 Trondheim - Tråante";"76 years";1537
"K-5001 Trondheim - Tråante";"77 years";1550
"K-5001 Trondheim - Tråante";"78 years";1354
"K-5001 Trondheim - Tråante";"79 years";1279
"K-5001 Trondheim - Tråante";"80 years";1128
"K-5001 Trondheim - Tråante";"81 years";973
"K-5001 Trondheim - Tråante";"82 years";896
"K-5001 Trondheim - Tråante";"83 years";729
"K-5001 Trondheim - Tråante";"84 years";698
"K-5001 Trondheim - Tråante";"85 years";570
"K-5001 Trondheim - Tråante";"86 years";489
"K-5001 Trondheim - Tråante";"87 years";437
"K-5001 Trondheim - Tråante";"88 years";392
"K-5001 Trondheim - Tråante";"89 years";352
"K-5001 Trondheim - Tråante";"90 years";266
"K-5001 Trondheim - Tråante";"91 years";263
"K-5001 Trondheim - Tråante";"92 years";198
"K-5001 Trondheim - Tråante";"93 years";144
"K-5001 Trondheim - Tråante";"94 years";143
"K-5001 Trondheim - Tråante";"95 years";117
"K-5001 Trondheim - Tråante";"96 years";66
"K-5001 Trondheim - Tråante";"97 years";67
"K-5001 Trondheim - Tråante";"98 years";31
"K-5001 Trondheim - Tråante";"99 years";36
"K-5001 Trondheim - Tråante";"100 years";13
"K-5001 Trondheim - Tråante";"101 years";8
"K-5001 Trondheim - Tråante";"102 years";2
"K-5001 Trondheim - Tråante";"103 years";2
"K-5001 Trondheim - Tråante";"104 years";0
"K-5001 Trondheim - Tråante";"105 years or older";2
"K-5006 Steinkjer";"0 years";202
"K-5006 Steinkjer";"1 year";216
"K-5006 Steinkjer";"2 years";226
"K-5006 Steinkjer";"3 years";219
"K-5006 Steinkjer";"4 years";231
"K-5006 Steinkjer";"5 years";253
"K-5006 Steinkjer";"6 years";230
"K-5006 Steinkjer";"7 years";265
"K-5006 Steinkjer";"8 years";245
"K-5006 Steinkjer";"9 years";272
"K-5006 Steinkjer";"10 years";309
"K-5006 Steinkjer";"11 years";255
"K-5006 Steinkjer";"12 years";272
"K-5006 Steinkjer";"13 years";288
"K-5006 Steinkjer";"14 years";335
"K-5006 Steinkjer";"15 years";309
"K-5006 Steinkjer";"16 years";281
"K-5006 Steinkjer";"17 years";300
"K-5006 Steinkjer";"18 years";307
"K-5006 Steinkjer";"19 years";289
"K-5006 Steinkjer";"20 years";276
"K-5006 Steinkjer";"21 years";267
"K-5006 Steinkjer";"22 years";271
"K-5006 Steinkjer";"23 years";268
"K-5006 Steinkjer";"24 years";230
"K-5006 Steinkjer";"25 years";251
"K-5006 Steinkjer";"26 years";222
"K-5006 Steinkjer";"27 years";279
"K-5006 Steinkjer";"28 years";246
"K-5006 Steinkjer";"29 years";278
"K-5006 Steinkjer";"30 years";295
"K-5006 Steinkjer";"31 years";282
"K-5006 Steinkjer";"32 years";327
"K-5006 Steinkjer";"33 years";309
