"10826: Population, by region, age, contents and year"

"region";"age";"Persons 2024"
"030107a Vestre Aker";"12 years";675
"030107a Vestre Aker";"13 years";674
"030107a Vestre Aker";"14 years";701
"030107a Vestre Aker";"15 years";708
"030107a Vestre Aker";"16 years";717
"030107a Vestre Aker";"17 years";653
"030107a Vestre Aker";"18 years";620
"030107a Vestre Aker";"19 years";632
"030107a Vestre Aker";"20 years";538
"030107a Vestre Aker";"21 years";480
"030107a Vestre Aker";"22 years";484
"030107a Vestre Aker";"23 years";542
"030107a Vestre Aker";"24 years";495
"030107a Vestre Aker";"25 years";506
"030107a Vestre Aker";"26 years";522
"030107a Vestre Aker";"27 years";555
"030107a Vestre Aker";"28 years";563
"030107a Vestre Aker";"29 years";559
"030107a Vestre Aker";"30 years";589
"030107a Vestre Aker";"31 years";631
"030107a Vestre Aker";"32 years";670
"030107a Vestre Aker";"33 years";735
"030107a Vestre Aker";"34 years";810
"030107a Vestre Aker";"35 years";725
"030107a Vestre Aker";"36 years";730
"030107a Vestre Aker";"37 years";765
"030107a Vestre Aker";"38 years";830
"030107a Vestre Aker";"39 years";750
"030107a Vestre Aker";"40 years";755
"030107a Vestre Aker";"41 years";773
"030107a Vestre Aker";"42 years";767
"030107a Vestre Aker";"43 years";797
"030107a Vestre Aker";"44 years";755
"030107a Vestre Aker";"45 years";690
"030107a Vestre Aker";"46 years";726
"030107a Vestre Aker";"47 years";768
"030107a Vestre Aker";"48 years";719
"030107a Vestre Aker";"49 years";759
"030107a Vestre Aker";"50 years";720
"030107a Vestre Aker";"51 years";678
"030107a Vestre Aker";"52 years";706
"030107a Vestre Aker";"53 years";658
"030107a Vestre Aker";"54 years";683
"030107a Vestre Aker";"55 years";610
"030107a Vestre Aker";"56 years";563
"030107a Vestre Aker";"57 years";554
"030107a Vestre Aker";"58 years";626
"030107a Vestre Aker";"59 years";588
"030107a Vestre Aker";"60 years";538
"030107a Vestre Aker";"61 years";526
"030107a Vestre Aker";"62 years";485
"030107a Vestre Aker";"63 years";521
"030107a Vestre Aker";"64 years";504
"030107a Vestre Aker";"65 years";472
"030107a Vestre Aker";"66 years";514
"030107a Vestre Aker";"67 years";475
"030107a Vestre Aker";"68 years";429
"030107a Vestre Aker";"69 years";520
"030107a Vestre Aker";"70 years";460
"030107a Vestre Aker";"71 years";453
"030107a Vestre Aker";"72 years";471
"030107a Vestre Aker";"73 years";445
"030107a Vestre Aker";"74 years";449
"030107a Vestre Aker";"75 years";430
"030107a Vestre Aker";"76 years";471
"030107a Vestre Aker";"77 years";523
"030107a Vestre Aker";"78 years";452
"030107a Vestre Aker";"79 years";402
"030107a Vestre Aker";"80 years";333
"030107a Vestre Aker";"81 years";275
"030107a Vestre Aker";"82 years";234
"030107a Vestre Aker";"83 years";220
"030107a Vestre Aker";"84 years";239
"030107a Vestre Aker";"85 years";182
"030107a Vestre Aker";"86 years";165
"030107a Vestre Aker";"87 years";152
"030107a Vestre Aker";"88 years";108
"030107a Vestre Aker";"89 years";89
"030107a Vestre Aker";"90 years";103
"030107a Vestre Aker";"91 years";89
"030107a Vestre Aker";"92 years";85
"030107a Vestre Aker";"93 years";77
"030107a Vestre Aker";"94 years";54
"030107a Vestre Aker";"95 years";36
"030107a Vestre Aker";"96 years";26
"030107a Vestre Aker";"97 years";18
"030107a Vestre Aker";"98 years";16
"030107a Vestre Aker";"99 years";12
"030107a Vestre Aker";"100 years";9
"030107a Vestre Aker";"101 years";4
"030107a Vestre Aker";"102 years";1
"030107a Vestre Aker";"103 years";2
"030107a Vestre Aker";"104 years";2
"030107a Vestre Aker";"105 years or older";1
"030108a Nordre Aker";"0 years";533
"030108a Nordre Aker";"1 year";556
"030108a Nordre Aker";"2 years";663
"030108a Nordre Aker";"3 years";609
"030108a Nordre Aker";"4 years";622
"030108a Nordre Aker";"5 years";676
"030108a Nordre Aker";"6 years";619
"030108a Nordre Aker";"7 years";632
"030108a Nordre Aker";"8 years";670
"030108a Nordre Aker";"9 years";640
"030108a Nordre Aker";"10 years";668
"030108a Nordre Aker";"11 years";654
"030108a Nordre Aker";"12 years";671
"030108a Nordre Aker";"13 years";717
"030108a Nordre Aker";"14 years";702
"030108a Nordre Aker";"15 years";675
"030108a Nordre Aker";"16 years";669
"030108a Nordre Aker";"17 years";633
"030108a Nordre Aker";"18 years";657
"030108a Nordre Aker";"19 years";755
"030108a Nordre Aker";"20 years";818
"030108a Nordre Aker";"21 years";892
"030108a Nordre Aker";"22 years";966
"030108a Nordre Aker";"23 years";931
"030108a Nordre Aker";"24 years";947
"030108a Nordre Aker";"25 years";921
"030108a Nordre Aker";"26 years";802
"030108a Nordre Aker";"27 years";932
"030108a Nordre Aker";"28 years";796
"030108a Nordre Aker";"29 years";775
"030108a Nordre Aker";"30 years";796
"030108a Nordre Aker";"31 years";793
"030108a Nordre Aker";"32 years";794
"030108a Nordre Aker";"33 years";847
"030108a Nordre Aker";"34 years";807
"030108a Nordre Aker";"35 years";784
"030108a Nordre Aker";"36 years";739
"030108a Nordre Aker";"37 years";765
"030108a Nordre Aker";"38 years";726
"030108a Nordre Aker";"39 years";779
"030108a Nordre Aker";"40 years";735
"030108a Nordre Aker";"41 years";725
"030108a Nordre Aker";"42 years";741
"030108a Nordre Aker";"43 years";754
"030108a Nordre Aker";"44 years";761
"030108a Nordre Aker";"45 years";698
"030108a Nordre Aker";"46 years";750
"030108a Nordre Aker";"47 years";656
"030108a Nordre Aker";"48 years";734
"030108a Nordre Aker";"49 years";716
"030108a Nordre Aker";"50 years";759
"030108a Nordre Aker";"51 years";789
"030108a Nordre Aker";"52 years";767
"030108a Nordre Aker";"53 years";704
"030108a Nordre Aker";"54 years";675
"030108a Nordre Aker";"55 years";647
"030108a Nordre Aker";"56 years";643
"030108a Nordre Aker";"57 years";619
"030108a Nordre Aker";"58 years";598
"030108a Nordre Aker";"59 years";586
"030108a Nordre Aker";"60 years";547
"030108a Nordre Aker";"61 years";522
"030108a Nordre Aker";"62 years";552
"030108a Nordre Aker";"63 years";540
"030108a Nordre Aker";"64 years";459
"030108a Nordre Aker";"65 years";478
"030108a Nordre Aker";"66 years";497
"030108a Nordre Aker";"67 years";424
"030108a Nordre Aker";"68 years";438
"030108a Nordre Aker";"69 years";418
"030108a Nordre Aker";"70 years";394
"030108a Nordre Aker";"71 years";385
"030108a Nordre Aker";"72 years";370
"030108a Nordre Aker";"73 years";349
"030108a Nordre Aker";"74 years";346
"030108a Nordre Aker";"75 years";368
"030108a Nordre Aker";"76 years";391
"030108a Nordre Aker";"77 years";376
"030108a Nordre Aker";"78 years";313
"030108a Nordre Aker";"79 years";301
"030108a Nordre Aker";"80 years";256
"030108a Nordre Aker";"81 years";220
"030108a Nordre Aker";"82 years";172
"030108a Nordre Aker";"83 years";167
"030108a Nordre Aker";"84 years";183
"030108a Nordre Aker";"85 years";149
"030108a Nordre Aker";"86 years";113
"030108a Nordre Aker";"87 years";108
"030108a Nordre Aker";"88 years";125
"030108a Nordre Aker";"89 years";81
"030108a Nordre Aker";"90 years";92
"030108a Nordre Aker";"91 years";95
"030108a Nordre Aker";"92 years";66
"030108a Nordre Aker";"93 years";58
"030108a Nordre Aker";"94 years";42
"030108a Nordre Aker";"95 years";34
"030108a Nordre Aker";"96 years";23
"030108a Nordre Aker";"97 years";12
"030108a Nordre Aker";"98 years";23
"030108a Nordre Aker";"99 years";9
"030108a Nordre Aker";"100 years";2
"030108a Nordre Aker";"101 years";6
"030108a Nordre Aker";"102 years";4
"030108a Nordre Aker";"103 years";1
"030108a Nordre Aker";"104 years";0
"030108a Nordre Aker";"105 years or older";2
"030109a Bjerke";"0 years";482
"030109a Bjerke";"1 year";492
"030109a Bjerke";"2 years";495
"030109a Bjerke";"3 years";439
"030109a Bjerke";"4 years";460
"030109a Bjerke";"5 years";440
"030109a Bjerke";"6 years";450
"030109a Bjerke";"7 years";447
"030109a Bjerke";"8 years";466
"030109a Bjerke";"9 years";457
"030109a Bjerke";"10 years";406
"030109a Bjerke";"11 years";462
"030109a Bjerke";"12 years";436
"030109a Bjerke";"13 years";460
"030109a Bjerke";"14 years";453
"030109a Bjerke";"15 years";461
"030109a Bjerke";"16 years";422
"030109a Bjerke";"17 years";438
"030109a Bjerke";"18 years";396
"030109a Bjerke";"19 years";410
"030109a Bjerke";"20 years";420
"030109a Bjerke";"21 years";382
"030109a Bjerke";"22 years";419
"030109a Bjerke";"23 years";452
"030109a Bjerke";"24 years";486
"030109a Bjerke";"25 years";472
"030109a Bjerke";"26 years";512
"030109a Bjerke";"27 years";659
"030109a Bjerke";"28 years";642
"030109a Bjerke";"29 years";694
"030109a Bjerke";"30 years";715
"030109a Bjerke";"31 years";737
"030109a Bjerke";"32 years";729
"030109a Bjerke";"33 years";764
"030109a Bjerke";"34 years";764
"030109a Bjerke";"35 years";764
"030109a Bjerke";"36 years";687
"030109a Bjerke";"37 years";671
"030109a Bjerke";"38 years";684
"030109a Bjerke";"39 years";621
"030109a Bjerke";"40 years";585
"030109a Bjerke";"41 years";576
"030109a Bjerke";"42 years";598
"030109a Bjerke";"43 years";598
"030109a Bjerke";"44 years";557
"030109a Bjerke";"45 years";525
"030109a Bjerke";"46 years";558
"030109a Bjerke";"47 years";502
"030109a Bjerke";"48 years";500
"030109a Bjerke";"49 years";549
"030109a Bjerke";"50 years";484
"030109a Bjerke";"51 years";512
"030109a Bjerke";"52 years";442
"030109a Bjerke";"53 years";445
"030109a Bjerke";"54 years";424
"030109a Bjerke";"55 years";416
"030109a Bjerke";"56 years";375
"030109a Bjerke";"57 years";398
"030109a Bjerke";"58 years";370
"030109a Bjerke";"59 years";346
"030109a Bjerke";"60 years";313
"030109a Bjerke";"61 years";316
"030109a Bjerke";"62 years";293
"030109a Bjerke";"63 years";305
"030109a Bjerke";"64 years";255
"030109a Bjerke";"65 years";240
"030109a Bjerke";"66 years";237
"030109a Bjerke";"67 years";267
"030109a Bjerke";"68 years";242
"030109a Bjerke";"69 years";225
"030109a Bjerke";"70 years";202
"030109a Bjerke";"71 years";184
"030109a Bjerke";"72 years";200
"030109a Bjerke";"73 years";184
"030109a Bjerke";"74 years";180
"030109a Bjerke";"75 years";179
"030109a Bjerke";"76 years";166
"030109a Bjerke";"77 years";170
"030109a Bjerke";"78 years";150
"030109a Bjerke";"79 years";139
"030109a Bjerke";"80 years";119
"030109a Bjerke";"81 years";95
"030109a Bjerke";"82 years";89
"030109a Bjerke";"83 years";94
"030109a Bjerke";"84 years";88
"030109a Bjerke";"85 years";76
"030109a Bjerke";"86 years";61
"030109a Bjerke";"87 years";55
"030109a Bjerke";"88 years";45
"030109a Bjerke";"89 years";42
"030109a Bjerke";"90 years";45
"030109a Bjerke";"91 years";19
"030109a Bjerke";"92 years";42
"030109a Bjerke";"93 years";32
"030109a Bjerke";"94 years";33
"030109a Bjerke";"95 years";22
"030109a Bjerke";"96 years";13
"030109a Bjerke";"97 years";9
"030109a Bjerke";"98 years";10
"030109a Bjerke";"99 years";8
"030109a Bjerke";"100 years";4
"030109a Bjerke";"101 years";2
"030109a Bjerke";"102 years";1
"030109a Bjerke";"103 years";1
"030109a Bjerke";"104 years";1
"030109a Bjerke";"105 years or older";1
"030110a Grorud";"0 years";308
"030110a Grorud";"1 year";288
"030110a Grorud";"2 years";288
"030110a Grorud";"3 years";315
"030110a Grorud";"4 years";306
"030110a Grorud";"5 years";315
"030110a Grorud";"6 years";321
"030110a Grorud";"7 years";308
"030110a Grorud";"8 years";296
"030110a Grorud";"9 years";347
"030110a Grorud";"10 years";292
"030110a Grorud";"11 years";334
"030110a Grorud";"12 years";326
"030110a Grorud";"13 years";311
"030110a Grorud";"14 years";309
"030110a Grorud";"15 years";355
"030110a Grorud";"16 years";315
"030110a Grorud";"17 years";337
"030110a Grorud";"18 years";344
"030110a Grorud";"19 years";313
"030110a Grorud";"20 years";335
"030110a Grorud";"21 years";317
"030110a Grorud";"22 years";312
"030110a Grorud";"23 years";316
"030110a Grorud";"24 years";329
"030110a Grorud";"25 years";339
"030110a Grorud";"26 years";344
"030110a Grorud";"27 years";363
"030110a Grorud";"28 years";416
"030110a Grorud";"29 years";398
"030110a Grorud";"30 years";414
"030110a Grorud";"31 years";469
"030110a Grorud";"32 years";483
"030110a Grorud";"33 years";467
"030110a Grorud";"34 years";493
"030110a Grorud";"35 years";515
"030110a Grorud";"36 years";442
"030110a Grorud";"37 years";485
"030110a Grorud";"38 years";434
"030110a Grorud";"39 years";455
"030110a Grorud";"40 years";433
"030110a Grorud";"41 years";444
"030110a Grorud";"42 years";428
"030110a Grorud";"43 years";454
"030110a Grorud";"44 years";427
"030110a Grorud";"45 years";355
"030110a Grorud";"46 years";390
"030110a Grorud";"47 years";411
"030110a Grorud";"48 years";405
"030110a Grorud";"49 years";401
"030110a Grorud";"50 years";375
"030110a Grorud";"51 years";369
"030110a Grorud";"52 years";415
"030110a Grorud";"53 years";413
"030110a Grorud";"54 years";371
"030110a Grorud";"55 years";435
"030110a Grorud";"56 years";397
"030110a Grorud";"57 years";365
"030110a Grorud";"58 years";380
"030110a Grorud";"59 years";360
"030110a Grorud";"60 years";369
"030110a Grorud";"61 years";320
"030110a Grorud";"62 years";324
"030110a Grorud";"63 years";320
"030110a Grorud";"64 years";310
"030110a Grorud";"65 years";260
"030110a Grorud";"66 years";262
"030110a Grorud";"67 years";253
"030110a Grorud";"68 years";226
"030110a Grorud";"69 years";221
"030110a Grorud";"70 years";197
"030110a Grorud";"71 years";204
"030110a Grorud";"72 years";187
"030110a Grorud";"73 years";174
"030110a Grorud";"74 years";144
"030110a Grorud";"75 years";163
"030110a Grorud";"76 years";179
"030110a Grorud";"77 years";188
"030110a Grorud";"78 years";155
"030110a Grorud";"79 years";148
"030110a Grorud";"80 years";123
"030110a Grorud";"81 years";124
"030110a Grorud";"82 years";89
"030110a Grorud";"83 years";82
"030110a Grorud";"84 years";67
"030110a Grorud";"85 years";66
"030110a Grorud";"86 years";72
"030110a Grorud";"87 years";57
"030110a Grorud";"88 years";54
"030110a Grorud";"89 years";38
"030110a Grorud";"90 years";38
"030110a Grorud";"91 years";45
"030110a Grorud";"92 years";32
"030110a Grorud";"93 years";24
"030110a Grorud";"94 years";17
"030110a Grorud";"95 years";12
"030110a Grorud";"96 years";15
"030110a Grorud";"97 years";9
"030110a Grorud";"98 years";4
"030110a Grorud";"99 years";2
"030110a Grorud";"100 years";4
"030110a Grorud";"101 years";2
"030110a Grorud";"102 years";1
"030110a Grorud";"103 years";1
"030110a Grorud";"104 years";0
"030110a Grorud";"105 years or older";1
"030111a Stovner";"0 years";348
"030111a Stovner";"1 year";331
"030111a Stovner";"2 years";415
"030111a Stovner";"3 years";392
"030111a Stovner";"4 years";455
"030111a Stovner";"5 years";383
"030111a Stovner";"6 years";378
"030111a Stovner";"7 years";435
"030111a Stovner";"8 years";434
"030111a Stovner";"9 years";405
"030111a Stovner";"10 years";405
"030111a Stovner";"11 years";455
"030111a Stovner";"12 years";442
"030111a Stovner";"13 years";426
"030111a Stovner";"14 years";441
"030111a Stovner";"15 years";490
"030111a Stovner";"16 years";489
"030111a Stovner";"17 years";495
"030111a Stovner";"18 years";481
"030111a Stovner";"19 years";511
"030111a Stovner";"20 years";494
"030111a Stovner";"21 years";450
"030111a Stovner";"22 years";459
"030111a Stovner";"23 years";434
"030111a Stovner";"24 years";422
"030111a Stovner";"25 years";450
"030111a Stovner";"26 years";403
"030111a Stovner";"27 years";425
"030111a Stovner";"28 years";420
"030111a Stovner";"29 years";402
"030111a Stovner";"30 years";448
"030111a Stovner";"31 years";464
"030111a Stovner";"32 years";516
"030111a Stovner";"33 years";473
"030111a Stovner";"34 years";480
"030111a Stovner";"35 years";503
"030111a Stovner";"36 years";498
"030111a Stovner";"37 years";508
"030111a Stovner";"38 years";487
"030111a Stovner";"39 years";507
"030111a Stovner";"40 years";497
"030111a Stovner";"41 years";455
"030111a Stovner";"42 years";465
"030111a Stovner";"43 years";493
"030111a Stovner";"44 years";469
"030111a Stovner";"45 years";480
"030111a Stovner";"46 years";477
"030111a Stovner";"47 years";477
"030111a Stovner";"48 years";504
"030111a Stovner";"49 years";466
"030111a Stovner";"50 years";460
"030111a Stovner";"51 years";470
"030111a Stovner";"52 years";507
"030111a Stovner";"53 years";500
"030111a Stovner";"54 years";487
"030111a Stovner";"55 years";458
"030111a Stovner";"56 years";449
"030111a Stovner";"57 years";466
"030111a Stovner";"58 years";435
"030111a Stovner";"59 years";411
"030111a Stovner";"60 years";386
"030111a Stovner";"61 years";382
"030111a Stovner";"62 years";354
"030111a Stovner";"63 years";379
"030111a Stovner";"64 years";316
"030111a Stovner";"65 years";348
"030111a Stovner";"66 years";268
"030111a Stovner";"67 years";253
"030111a Stovner";"68 years";229
"030111a Stovner";"69 years";260
"030111a Stovner";"70 years";245
"030111a Stovner";"71 years";243
"030111a Stovner";"72 years";236
"030111a Stovner";"73 years";253
"030111a Stovner";"74 years";224
"030111a Stovner";"75 years";242
"030111a Stovner";"76 years";212
"030111a Stovner";"77 years";250
"030111a Stovner";"78 years";246
"030111a Stovner";"79 years";220
"030111a Stovner";"80 years";175
"030111a Stovner";"81 years";176
"030111a Stovner";"82 years";140
"030111a Stovner";"83 years";148
"030111a Stovner";"84 years";112
